mr,utt
"name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a children friendly pub serving Indian food in the high price range. It is located in the city centre near Raja Indian Cuisine.
"name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman is a high priced Indian pub in the riverside area near Raja Indian Cuisine. It is not children friendly.
"name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a children friendly pub serving Indian food in the high price range. It is located in the riverside area near Raja Indian Cuisine.
"name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman is a pub providing Indian food in the less than £20 price range. It is located in the city centre near Raja Indian Cuisine. It is not family-friendly.
"name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a family-friendly pub serving Indian food in the less than £20 price range. It is located in the city centre near Raja Indian Cuisine.
"name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman is a pub providing Indian food in the less than £20 price range. It is located in the riverside area near Raja Indian Cuisine. It is not family-friendly.
"name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a family friendly pub serving Indian food in the riverside area near Raja Indian Cuisine. The price range is less than £20.
"name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman is a moderately priced Indian pub in the city centre near Raja Indian Cuisine. It is not kid friendly.
"name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a kid friendly pub serving Indian food in the moderate price range. It is located in the city centre near Raja Indian Cuisine.
"name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman is a moderately priced Indian pub in the riverside area near Raja Indian Cuisine. It is not kid friendly.
"name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a kid friendly pub serving Indian food in the moderate price range. It is located in the riverside area near Raja Indian Cuisine.
"name[The Waterman], eatType[pub], food[Indian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a children friendly pub serving Indian food in the more than £30 price range. It is located in the riverside area near Raja Indian Cuisine.
"name[The Waterman], eatType[pub], food[Italian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a kid friendly pub serving Italian food in the riverside area near Raja Indian Cuisine. It has a price range of £20-25.
"name[The Waterman], eatType[pub], food[Italian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a cheap family friendly pub serving Italian food. It is located in the riverside area near Raja Indian Cuisine.
"name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman is a high priced Italian pub in the city centre near Raja Indian Cuisine. It is not child friendly.
"name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a children friendly pub serving Italian food in the high price range. It is located in the city centre near Raja Indian Cuisine.
"name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman is a high priced Italian pub in the riverside area near Raja Indian Cuisine. It is not children friendly.
"name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a children friendly pub serving Italian food in the high price range. It is located in the riverside area near Raja Indian Cuisine.
"name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman is a pub providing Italian food in the less than £20 price range. It is located in the city centre near Raja Indian Cuisine. It is not family-friendly.
"name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a family-friendly pub serving Italian food in the less than £20 price range. It is located in the city centre near Raja Indian Cuisine.
"name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman is a pub providing Italian food in the less than £20 price range. It is located in the riverside area near Raja Indian Cuisine. It is not family-friendly.
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a child friendly Indian restaurant in the city centre near Raja Indian Cuisine. It has a high price range.
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman is a high priced Indian restaurant in the riverside area near Raja Indian Cuisine. It is not child friendly.
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a children friendly Indian restaurant in the riverside area near Raja Indian Cuisine. It has a high price range.
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman is an Indian restaurant located in the city centre near Raja Indian Cuisine. It is not family-friendly and has a price range of less than £20.
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a family-friendly restaurant serving Indian food in the less than £20 price range. It is located in the city centre near Raja Indian Cuisine.
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman is an Indian restaurant located near Raja Indian Cuisine in the riverside area. It is not family-friendly and has a price range of less than £20.
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a family friendly Indian restaurant with a price range of less than £20. It is located in the riverside area near Raja Indian Cuisine.
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman is a moderately priced Indian restaurant in the city centre near Raja Indian Cuisine. It is not kid friendly.
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a moderately priced Indian restaurant in the city centre near Raja Indian Cuisine. It is kid friendly.
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman is a moderately priced Indian restaurant in the riverside area near Raja Indian Cuisine. It is not kid friendly.
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a kid friendly Indian restaurant in the riverside area near Raja Indian Cuisine with a moderate price range.
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a children friendly Indian restaurant with a price range of more than £30. It is located in the riverside area near Raja Indian Cuisine.
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a kid friendly Italian restaurant in the riverside area near Raja Indian Cuisine with a price range of £20-25.
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Waterman is a cheap, family friendly Italian restaurant in the riverside area near Raja Indian Cuisine."
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman is a high priced Italian restaurant in the city centre near Raja Indian Cuisine. It is not child friendly.
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a child friendly Italian restaurant in the city centre near Raja Indian Cuisine. It has a high price range.
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman is a high priced Italian restaurant in the riverside area near Raja Indian Cuisine. It is not child friendly.
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a children friendly Italian restaurant in the riverside area near Raja Indian Cuisine. It has a high price range.
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman is an Italian restaurant located in the city centre near Raja Indian Cuisine. It is not family-friendly and has a price range of less than £20.
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a family-friendly restaurant serving Italian food in the less than £20 price range. It is located in the city centre near Raja Indian Cuisine.
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman is an Italian restaurant located near Raja Indian Cuisine in the riverside area. It is not family-friendly and has a price range of less than £20.
"name[The Wrestlers], eatType[pub], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a pub providing Italian food in the less than £20 price range. It is located in the riverside area near Raja Indian Cuisine. It is not family-friendly.
"name[The Wrestlers], eatType[pub], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a family friendly pub serving Italian food in the riverside area near Raja Indian Cuisine. The price range is less than £20.
"name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a moderately priced Italian pub in the city centre near Raja Indian Cuisine. It is not kid friendly.
"name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a kid friendly pub serving Italian food in the moderate price range. It is located in the city centre near Raja Indian Cuisine.
"name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a moderately priced Italian pub in the riverside area near Raja Indian Cuisine. It is not kid friendly.
"name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a kid friendly pub serving Italian food in the moderate price range. It is located in the riverside area near Raja Indian Cuisine.
"name[The Wrestlers], eatType[pub], food[Italian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a children friendly pub serving Italian food in the more than £30 price range. It is located in the riverside area near Raja Indian Cuisine.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a kid friendly Japanese pub with a price range of £20-25. It is located in the riverside area near Raja Indian Cuisine.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Wrestlers is a cheap, family friendly pub serving Japanese food. It is located in the riverside area near Raja Indian Cuisine."
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a children friendly pub serving Japanese food in the high price range. It is located in the riverside area near Raja Indian Cuisine.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a Japanese pub located in the city centre near Raja Indian Cuisine. It has a price range of less than £20 and is not family-friendly.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a family-friendly pub that serves Japanese food for less than £20. It is located in the city centre near Raja Indian Cuisine.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a Japanese pub in the riverside area near Raja Indian Cuisine. It has a price range of less than £20 and is not family-friendly.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a family friendly Japanese pub in the riverside area near Raja Indian Cuisine. The price range is less than £20.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a moderately priced Japanese pub that is not kid friendly. It is located in the city centre near Raja Indian Cuisine.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a kid friendly pub serving Japanese food in the moderate price range. It is located in the city centre near Raja Indian Cuisine.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a moderately priced Japanese pub that is not kid friendly. It is located in the riverside area near Raja Indian Cuisine.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a kid friendly Japanese pub in the riverside area near Raja Indian Cuisine. It has a moderate price range.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a kid friendly Japanese pub in the city centre near Raja Indian Cuisine. It has a moderate price range and a customer rating of 1 out of 5.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a moderately priced Japanese pub in the riverside area near Raja Indian Cuisine. It has a customer rating of 1 out of 5 and is not kid friendly.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a kid friendly Japanese pub in the riverside area near Raja Indian Cuisine. It has a moderate price range and a customer rating of 1 out of 5.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a Japanese pub located in the city centre near Raja Indian Cuisine. It is not child friendly and has a price range of more than £30.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a children friendly Japanese pub with a price range of more than £30. It is located in the city centre near Raja Indian Cuisine.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a Japanese pub in the riverside area near Raja Indian Cuisine. It is not child friendly and has a price range of more than £30.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a children friendly pub serving Japanese food in the riverside area near Raja Indian Cuisine. The price range is more than £30.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a Japanese pub near Raja Indian Cuisine in the city centre. It is not child friendly and has a price range of more than £30 and has a customer rating of 5 out of 5.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a child friendly Japanese pub in the city centre near Raja Indian Cuisine. It has a price range of more than £30 and has a customer rating of 5 out of 5.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a Japanese pub in the riverside area near Raja Indian Cuisine. It has a price range of more than £30 and has a customer rating of 5 out of 5 and is not child friendly.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a child friendly Japanese pub with a price range of more than £30. It is located in the riverside area near Raja Indian Cuisine and has a customer rating of 5 out of 5.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a Japanese pub with a price range of more than £30. It is located in the city centre near Raja Indian Cuisine. It has a low customer rating and is not child friendly.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a children friendly Japanese pub in the city centre near Raja Indian Cuisine. It has a low customer rating and a price range of more than £30.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a Japanese pub with a price range of more than £30. It is located in the riverside area near Raja Indian Cuisine. It has a low customer rating and is not child friendly.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a children friendly Japanese pub in the riverside area near Raja Indian Cuisine. It has a low customer rating and a price range of more than £30.
"name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is an Italian restaurant located near Raja Indian Cuisine in the riverside area. It is not family-friendly and has a price range of less than £20.
"name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a family friendly Italian restaurant with a price range of less than £20. It is located in the riverside area near Raja Indian Cuisine.
"name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a moderately priced Italian restaurant in the city centre near Raja Indian Cuisine. It is not kid friendly.
"name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a moderately priced Italian restaurant in the city centre near Raja Indian Cuisine. It is kid friendly.
"name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a moderately priced Italian restaurant in the riverside area near Raja Indian Cuisine. It is not kid friendly.
"name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a kid friendly Italian restaurant in the riverside area near Raja Indian Cuisine with a moderate price range.
"name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a children friendly Italian restaurant with a price range of more than £30. It is located in the riverside area near Raja Indian Cuisine.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a kid friendly Japanese restaurant in the riverside area near Raja Indian Cuisine with a price range of £20-25.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a family friendly Japanese restaurant in the riverside area near Raja Indian Cuisine.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a child friendly Japanese restaurant in the riverside area near Raja Indian Cuisine. It has a high price range.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a Japanese restaurant located in the city centre near Raja Indian Cuisine. It has a price range of less than £20 and is not family-friendly.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a family friendly Japanese restaurant with a price range of less than £20. It is located in the city centre near Raja Indian Cuisine.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a Japanese restaurant located in the riverside area near Raja Indian Cuisine. It is not family-friendly and has a price range of less than £20.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a family friendly Japanese restaurant in the riverside area near Raja Indian Cuisine. It has a price range of less than £20.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a moderately priced Japanese restaurant in the city centre near Raja Indian Cuisine. It is not kid friendly.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a kid friendly Japanese restaurant in the city centre near Raja Indian Cuisine with a moderate price range.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a moderately priced Japanese restaurant in the riverside area near Raja Indian Cuisine. It is not kid friendly.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a kid friendly Japanese restaurant in the riverside area near Raja Indian Cuisine. It has a moderate price range.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a Japanese restaurant located in the city centre near Raja Indian Cuisine. It is not child friendly and has a price range of more than £30.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a children friendly Japanese restaurant with a price range of more than £30. It is located in the city centre near Raja Indian Cuisine.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a Japanese restaurant near Raja Indian Cuisine in the riverside area. It is not child friendly and has a price range of more than £30.
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a children friendly Japanese restaurant with a price range of more than £30. It is located in the riverside area near Raja Indian Cuisine.
"name[Wildwood], eatType[coffee shop], area[riverside]",Wildwood is a coffee shop in the riverside area.
"name[Wildwood], eatType[pub], area[riverside]",Wildwood is a pub in the riverside area.
"name[Wildwood], eatType[pub], food[French], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",Wildwood is a family friendly French pub in the riverside area near Raja Indian Cuisine.
"name[Wildwood], eatType[pub], food[Indian], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",Wildwood is an Indian pub located in the city centre near Raja Indian Cuisine. It is not family-friendly.
"name[Wildwood], eatType[pub], food[Indian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",Wildwood is a family-friendly pub serving Indian food in the city centre near Raja Indian Cuisine.
"name[Wildwood], eatType[pub], food[Indian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",Wildwood is an Indian pub in the riverside area near Raja Indian Cuisine. It is not family-friendly.
"name[Wildwood], eatType[pub], food[Indian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",Wildwood is a family friendly pub serving Indian food in the riverside area near Raja Indian Cuisine.
"name[Wildwood], eatType[pub], food[Italian], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",Wildwood is an Italian pub located in the city centre near Raja Indian Cuisine. It is not family-friendly.
"name[Wildwood], eatType[pub], food[Italian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",Wildwood is a family-friendly pub serving Italian food in the city centre near Raja Indian Cuisine.
"name[Wildwood], eatType[pub], food[Italian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",Wildwood is an Italian pub in the riverside area near Raja Indian Cuisine. It is not family-friendly.
"name[Wildwood], eatType[pub], food[Italian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",Wildwood is a family friendly pub serving Italian food in the riverside area near Raja Indian Cuisine.
"name[Wildwood], eatType[restaurant], food[French], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",Wildwood is a child friendly French restaurant in riverside near Raja Indian Cuisine.
"name[Wildwood], eatType[restaurant], food[Indian], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",Wildwood is an Indian restaurant located in the city centre near Raja Indian Cuisine. It is not family-friendly.
"name[Wildwood], eatType[restaurant], food[Indian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",Wildwood is a family-friendly Indian restaurant located in the city centre near Raja Indian Cuisine.
"name[Wildwood], eatType[restaurant], food[Indian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",Wildwood is an Indian restaurant in the riverside area near Raja Indian Cuisine. It is not family-friendly.
"name[Wildwood], eatType[restaurant], food[Indian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",Wildwood is a family friendly Indian restaurant in the riverside area near Raja Indian Cuisine.
"name[Wildwood], eatType[restaurant], food[Italian], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",Wildwood is an Italian restaurant located in the city centre near Raja Indian Cuisine. It is not family-friendly.
"name[Wildwood], eatType[restaurant], food[Italian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",Wildwood is a family-friendly Italian restaurant located in the city centre near Raja Indian Cuisine.
"name[Wildwood], eatType[restaurant], food[Italian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",Wildwood is an Italian restaurant in the riverside area near Raja Indian Cuisine. It is not family-friendly.
"name[Wildwood], eatType[restaurant], food[Italian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",Wildwood is a family friendly Italian restaurant in the riverside area near Raja Indian Cuisine.
"name[Zizzi], eatType[coffee shop], area[riverside]",Zizzi is a coffee shop in the riverside area.
"name[Zizzi], eatType[coffee shop], customer rating[average], near[Burger King]",Zizzi is a coffee shop near Burger King. It has an average customer rating.
"name[Zizzi], eatType[coffee shop], customer rating[high], near[Burger King]",Zizzi is a highly rated coffee shop near Burger King.
"name[Zizzi], eatType[coffee shop], near[The Sorrento]",Zizzi is a coffee shop located near The Sorrento.
"name[Zizzi], eatType[pub], area[riverside]",Zizzi is a pub in the riverside area.
"name[Zizzi], eatType[pub], customer rating[average], near[Burger King]",Zizzi is a pub near Burger King with an average customer rating.
"name[Zizzi], eatType[pub], customer rating[high], near[Burger King]",Zizzi is a pub near Burger King with a high customer rating.
"name[Zizzi], eatType[pub], near[The Sorrento]",Zizzi pub is located near The Sorrento.
